state,stateAb,year,beerTax,ignInt,pctAlcFtl01,pctAlcFtl08,pct18to24,policeForce,population,stateSize,scanner,openContainer,unemployRate,vehicleMiles,totKill,stateDeficit,stateid,medIncome
Kansas,KS,2020, 0.18 ,1,25,23,0.13,,"2,913,805",81759,0,0,5.8,,426,6996882,17,"73,082"
Kansas,KS,2019, 0.18 ,1,24,21,0.13,"10,298","2,912,635",81759,0,0,3.3,"11,245",410,7548371,17,"73,151"
Kansas,KS,2018, 0.18 ,1,22,20,0.13,"8,992","2,912,748",81759,0,0,3.4,"11,332",405,7573220,17,"63,938"
Kansas,KS,2017, 0.18 ,1,25,23,0.13,"9,613","2,910,892",81759,0,0,3.7,"11,248",461,7538475,17,"57,872"
Kansas,KS,2016, 0.18 ,1,24,23,0.14,,"2,912,977",81759,0,0,4,"11,085",429,7781738,17,"56,810"
Kansas,KS,2015, 0.18 ,1,27,23,0.14,"8,831","2,910,717",81759,0,0,4.2,"10,752",355,6821467,17,"54,865"
Kansas,KS,2014, 0.18 ,1,33,28,0.14,"10,249","2,901,861",81759,0,0,4.5,"9,068",385,6742696,17,"53,444"
Kansas,KS,2013, 0.18 ,1,33,28,0.14,"9,249","2,894,306",81759,0,0,5.3,"10,086",350,6825293,17,"51,485"
Kansas,KS,2012, 0.18 ,1,31,26,0.14,"9,675","2,886,024",81759,0,0,5.7,"10,098",405,6860094,17,"50,003"
Kansas,KS,2011, 0.18 ,1,35,28,0.14,"10,058","2,869,677",81759,0,0,6.5,"8,615",386,"6,893,030",17,"46,147"
Kansas,KS,2010, 0.18 ,1,35,31,0.14,"10,565","2,859,169",81759,0,0,7.1,"8,599",431,6509409,17,"46,054"
Kansas,KS,2009, 0.18 ,1,37,32,0.14,"10,227","2,832,704",81759,0,0,6.9,"8,554",386,5857295,17,"44,717"
Kansas,KS,2008, 0.18 ,0,39,36,0.14,"10,284","2,808,076",81759,0,0,4.6,"8,722",384,5836651,17,"47,877"
Kansas,KS,2007, 0.18 ,0,33,26,0.14,"10,532","2,783,785",81759,0,0,4.2,"8,762",416,5893923,17,"48,497"
Kansas,KS,2006, 0.18 ,0,33,27,0.14,"10,451","2,762,931",81759,0,0,4.4,"8,753",468,5728079,17,"45,552"
Kansas,KS,2005, 0.18 ,0,32,24,0.15,"10,412","2,745,299",81759,0,0,5,"8,735",428,"5,117,077",17,"42,027"
Kansas,KS,2004, 0.18 ,0,30,25,0.15,9966,"2,734,373",81759,0,0,5.5,"8,409",459,4571893,17,"41,066"
Kansas,KS,2003, 0.18 ,0,41,35,0.15,10158,"2,723,004",81759,0,0,5.5,"8,159",469,2471939,17,"44,232"
Kansas,KS,2002, 0.18 ,0,42,37,0.14,9980,"2,713,535",81759,0,0,5.1,"8,069",507,2288355,17,"42,619"
Kansas,KS,2001, 0.18 ,0,37,32,0.14,9905,"2,702,162",81759,0,0,4.2,"7,884",494,2183859,17,"41,415"
Kansas,KS,2000, 0.18 ,0,35,29,0.14,9700,"2,693,681",81759,0,0,3.6,"7,749",461,-,17,"41,059"
Kentucky,KY,2020, 0.08 ,1,30,26,0.12,,"4,477,251",39486,0,1,6.5,,780,14634789,18,"56,755"
Kentucky,KY,2019, 0.08 ,1,25,21,0.12,"9,585","4,472,345",39486,0,1,4.1,"17,602",732,15346875,18,"55,662"
Kentucky,KY,2018, 0.08 ,1,23,19,0.12,"9,588","4,464,273",39486,0,1,4.3,"17,552",724,14815835,18,"54,555"
Kentucky,KY,2017, 0.08 ,1,27,23,0.12,"9,811","4,455,590",39486,0,1,4.9,"17,399",782,13554882,18,"51,348"
Kentucky,KY,2016, 0.08 ,1,26,21,0.12,,"4,440,306",39486,0,1,5.1,"17,438",834,14453423,18,"45,369"
Kentucky,KY,2015, 0.08 ,1,29,25,0.13,"7,730","4,429,126",39486,0,1,5.3,"17,275",761,13784882,18,"42,387"
Kentucky,KY,2014, 0.08 ,0,29,25,0.13,"9,315","4,416,992",39486,0,1,6.5,"14,508",672,14829986,18,"42,786"
Kentucky,KY,2013, 0.08 ,0,30,26,0.13,"9,120","4,406,906",39486,0,1,8,"15,819",638,14983712,18,"42,158"
Kentucky,KY,2012, 0.08 ,0,26,23,0.13,"9,728","4,387,865",39486,0,1,8.2,"15,800",746,15103515,18,"41,086"
Kentucky,KY,2011, 0.08 ,0,28,24,0.13,"9,063","4,370,817",39486,0,1,9.4,"16,273",720,"14,751,471",18,"39,856"
Kentucky,KY,2010, 0.08 ,0,27,22,0.13,"10,104","4,346,266",39486,0,1,10.2,"15,964",760,14393269,18,"41,104"
Kentucky,KY,2009, 0.08 ,0,30,24,0.12,"10,483","4,317,074",39486,0,1,10.3,"13,335",791,13364138,18,"42,664"
Kentucky,KY,2008, 0.08 ,0,26,23,0.12,"10,188","4,289,878",39486,0,1,6.4,"13,400",825,12209861,18,"41,148"
Kentucky,KY,2007, 0.08 ,0,29,25,0.13,"10,301","4,256,672",39486,0,1,5.4,"13,867",864,11645948,18,"39,452"
Kentucky,KY,2006, 0.08 ,0,28,24,0.13,"10,194","4,219,239",39486,0,1,5.7,"13,823",913,9775059,18,"39,485"
Kentucky,KY,2005, 0.08 ,0,30,25,0.13,"10,219","4,182,742",39486,0,1,5.9,"13,499",985,"8,564,204",18,"36,699"
Kentucky,KY,2004, 0.08 ,0,30,27,0.13,10164,"4,146,101",39486,0,1,5.4,"13,481",964,8116460,18,"35,610"
Kentucky,KY,2003, 0.08 ,0,28,24,0.13,10084,"4,117,170",39486,0,1,6.1,"13,210",928,7108634,18,"36,936"
Kentucky,KY,2002, 0.08 ,0,31,27,0.13,10035,"4,089,875",39486,0,1,5.7,"13,215",915,7182087,18,"36,762"
Kentucky,KY,2001, 0.08 ,0,28,24,0.13,9968,"4,068,132",39486,0,1,5.2,"12,772",845,8347565,18,"38,437"
Kentucky,KY,2000, 0.08 ,0,32,27,0.13,9872,"4,049,021",39486,0,1,4.2,"12,886",820,-,18,"36,265"
Louisiana,LA,2020, 0.40 ,1,35,28,0.12,,"4,645,318",43204,0,1,8.6,,828,16779702,19,"51,186"
Louisiana,LA,2019, 0.40 ,1,34,29,0.12,"16,413","4,658,285",43204,0,1,4.6,"17,851",727,17426218,19,"51,707"
Louisiana,LA,2018, 0.40 ,1,33,29,0.12,"18,554","4,664,450",43204,0,1,4.9,"17,566",771,18161028,19,"49,973"
Louisiana,LA,2017, 0.40 ,1,34,28,0.12,"20,049","4,673,673",43204,0,1,5.1,"16,961",770,18032742,19,"43,903"
Louisiana,LA,2016, 0.32 ,1,36,30,0.12,,"4,681,346",43204,0,1,6.1,"16,663",757,17903229,19,"42,196"
Louisiana,LA,2015, 0.32 ,1,38,32,0.13,"13,245","4,666,998",43204,0,1,6.3,"16,003",752,17616233,19,"45,922"
Louisiana,LA,2014, 0.32 ,1,40,33,0.13,"13,567","4,645,938",43204,0,1,6.4,"15,318",740,18996129,19,"42,406"
Louisiana,LA,2013, 0.32 ,1,39,33,0.13,"10,987","4,626,040",43204,0,1,6.7,"14,701",703,18582828,19,"39,622"
Louisiana,LA,2012, 0.32 ,1,37,32,0.14,"19,364","4,602,067",43204,0,1,7.1,"13,812",723,18728928,19,"39,085"
Louisiana,LA,2011, 0.32 ,1,37,32,0.14,"20,593","4,576,244",43204,0,1,7.8,"13,468",680,"18,447,200",19,"40,658"
Louisiana,LA,2010, 0.32 ,0,39,31,0.14,"18,493","4,544,228",43204,0,1,8,"13,544",721,17450402,19,"39,300"
Louisiana,LA,2009, 0.32 ,0,44,35,0.14,"15,453","4,491,648",43204,0,1,6.8,"13,163",824,17504772,19,"45,433"
Louisiana,LA,2008, 0.32 ,0,44,37,0.14,"22,621","4,435,586",43204,0,1,4.9,"13,197",916,16387658,19,"39,563"
Louisiana,LA,2007, 0.32 ,0,45,38,0.14,"20,981","4,375,581",43204,0,1,4.3,"13,407",993,14019280,19,"41,313"
Louisiana,LA,2006, 0.32 ,0,44,38,0.14,"18,969","4,302,665",43204,0,1,4.5,"13,344",987,11735410,19,"36,488"
Louisiana,LA,2005, 0.32 ,0,42,35,0.15,"16,901","4,576,628",43204,0,1,7.2,"13,161",963,"11,501,431",19,"37,236"
Louisiana,LA,2004, 0.32 ,0,42,34,0.15,21439,"4,552,238",43204,0,1,5.9,"12,940",927,10182940,19,"36,429"
Louisiana,LA,2003, 0.32 ,0,40,36,0.15,21337,"4,521,042",43204,0,1,6.4,"12,632",940,9773279,19,"33,507"
Louisiana,LA,2002, 0.32 ,0,42,35,0.15,22539,"4,497,267",43204,0,1,6.1,"12,211",907,9232827,19,"34,008"
Louisiana,LA,2001, 0.32 ,0,41,34,0.15,20900,"4,477,875",43204,0,1,5.7,"11,819",952,7977398,19,"33,322"
Louisiana,LA,2000, 0.32 ,0,45,38,0.15,20754,"4,471,885",43204,0,1,5.3,"11,064",938,"2,868.00",19,"30,718"
Maine,ME,2020, 0.35 ,1,44,39,0.1,,"1,350,141",30843,0,1,5.1,,164,5151077,20,"63,693"
Maine,ME,2019, 0.35 ,1,36,31,0.1,"2,757","1,345,770",30843,0,1,2.9,"3,614",157,5117550,20,"66,546"
Maine,ME,2018, 0.35 ,1,34,28,0.1,"2,932","1,340,123",30843,0,1,3.4,"3,547",136,4678056,20,"58,663"
Maine,ME,2017, 0.35 ,1,34,27,0.1,"2,900","1,335,743",30843,0,1,3.4,"3,496",173,4750384,20,"51,664"
Maine,ME,2016, 0.35 ,1,44,39,0.1,,"1,332,348",30843,0,1,3.8,"3,428",160,4845408,20,"50,856"
Maine,ME,2015, 0.35 ,1,42,32,0.1,"2,837","1,329,098",30843,0,1,4.4,"3,276",156,5011671,20,"50,756"
Maine,ME,2014, 0.35 ,1,34,28,0.11,"2,815","1,331,217",30843,0,1,5.6,"3,192",131,5473870,20,"51,710"
Maine,ME,2013, 0.35 ,1,36,28,0.11,"2,806","1,328,543",30843,0,1,6.6,"3,153",144,5374528,20,"50,121"
Maine,ME,2012, 0.35 ,0,39,30,0.11,"2,826","1,328,094",30843,0,1,7.5,"3,155",164,5605606,20,"49,158"
Maine,ME,2011, 0.35 ,0,29,17,0.11,"2,819","1,328,473",30843,0,1,7.9,"3,160",136,"5,904,221",20,"49,693"
Maine,ME,2010, 0.35 ,0,31,25,0.11,"2,839","1,327,567",30843,0,1,8.1,"3,231",161,6034227,20,"47,931"
Maine,ME,2009, 0.35 ,0,33,29,0.11,"2,859","1,329,590",30843,0,1,8.1,"3,132",159,5297276,20,"47,502"
Maine,ME,2008, 0.35 ,0,30,27,0.11,"2,961","1,330,509",30843,0,1,5.5,"3,165",155,5297682,20,"47,228"
Maine,ME,2007, 0.35 ,0,41,36,0.11,"3,012","1,327,040",30843,0,1,4.7,"3,302",183,5326692,20,"47,894"
Maine,ME,2006, 0.35 ,0,38,28,0.11,"2,933","1,323,619",30843,0,1,4.6,"3,295",188,5000296,20,"45,642"
Maine,ME,2005, 0.35 ,0,35,30,0.11,"2,886","1,318,787",30843,0,1,4.9,"3,255",169,"4,626,581",20,"43,923"
Maine,ME,2004, 0.35 ,0,35,30,0.11,2892,"1,313,688",30843,0,1,4.6,"3,282",194,4643988,20,"41,329"
Maine,ME,2003, 0.35 ,0,34,31,0.11,2920,"1,306,513",30843,0,1,5,"3,225",207,4417481,20,"37,113"
Maine,ME,2002, 0.35 ,0,22,20,0.11,2927,"1,295,960",30843,0,1,4.3,"3,202",216,4321366,20,"36,853"
Maine,ME,2001, 0.35 ,0,33,30,0.11,2859,"1,285,692",30843,0,1,3.8,"3,142",192,4210901,20,"36,612"
Maine,ME,2000, 0.35 ,0,29,23,0.11,2881,"1,277,072",30843,0,1,3.4,"3,049",169,-,20,"37,266"
Maryland,MD,2020, 0.09 ,1,37,32,0.11,,"6,055,802",9707,0,1,6.5,,567,29359300,21,"94,789"
Maryland,MD,2019, 0.09 ,1,36,31,0.11,"20,330","6,054,954",9707,0,1,3.4,"25,521",535,28920091,21,"95,572"
Maryland,MD,2018, 0.09 ,1,32,25,0.11,"19,916","6,042,153",9707,0,1,3.9,"25,227",512,28070035,21,"86,223"
Maryland,MD,2017, 0.09 ,1,37,33,0.11,"20,060","6,028,186",9707,0,1,4.3,"25,290",558,28027363,21,"81,084"
Maryland,MD,2016, 0.09 ,1,32,27,0.12,,"6,007,014",9707,0,1,4.5,"24,825",522,27871287,21,"73,760"
Maryland,MD,2015, 0.09 ,0,38,30,0.12,"22,959","5,988,528",9707,0,1,5.1,"23,342",520,26592571,21,"73,594"
Maryland,MD,2014, 0.09 ,0,36,29,0.12,"20,745","5,960,064",9707,0,1,5.8,"23,123",442,26378595,21,"76,165"
Maryland,MD,2013, 0.09 ,0,37,29,0.12,"22,726","5,925,197",9707,0,1,6.6,"23,012",465,26066617,21,"65,262"
Maryland,MD,2012, 0.09 ,0,38,32,0.12,"17,956","5,888,375",9707,0,1,7,"22,945",511,25812859,21,"71,836"
Maryland,MD,2011, 0.09 ,0,40,33,0.13,"20,453","5,840,241",9707,0,1,7.2,"22,839",485,"25,250,138",21,"68,876"
Maryland,MD,2010, 0.09 ,0,38,31,0.13,"20,467","5,785,982",9707,0,1,7.7,"22,771",496,24474671,21,"64,201"
Maryland,MD,2009, 0.09 ,0,36,30,0.13,"20,609","5,730,388",9707,0,1,7,"22,520",549,23472579,21,"64,186"
Maryland,MD,2008, 0.09 ,0,31,25,0.13,"20,797","5,684,965",9707,0,1,4.2,"22,276",591,23120309,21,"63,711"
Maryland,MD,2007, 0.09 ,0,37,29,0.13,"20,600","5,653,408",9707,0,1,3.5,"22,751",614,20911519,21,"65,630"
Maryland,MD,2006, 0.09 ,0,36,29,0.12,"20,097","5,627,367",9707,0,1,3.9,"22,508",652,16402542,21,"63,668"
Maryland,MD,2005, 0.09 ,0,34,27,0.12,"19,745","5,592,379",9707,0,1,4.1,"22,386",614,"15,230,481",21,"60,512"
Maryland,MD,2004, 0.09 ,0,40,33,0.12,19483,"5,546,935",9707,0,1,4.3,"22,263",643,15243365,21,"57,103"
Maryland,MD,2003, 0.09 ,0,38,29,0.12,19290,"5,496,269",9707,0,1,4.4,"22,049",650,12950949,21,"52,314"
Maryland,MD,2002, 0.09 ,0,37,29,0.12,19516,"5,440,389",9707,0,1,4.4,"21,098",661,12308854,21,"56,407"
Maryland,MD,2001, 0.09 ,0,38,30,0.12,19143,"5,374,691",9707,0,0,4,"20,332",659,11744451,21,"53,530"
Maryland,MD,2000, 0.09 ,0,35,27,0.11,18704,"5,311,034",9707,0,0,3.6,"19,511",588,"384,424",21,"54,535"
Massachusetts,MA,2020, 0.11 ,0,34,29,0.12,,"6,893,574",7800,0,1,9.4,,343,77319317,22,"87,812"
Massachusetts,MA,2019, 0.11 ,0,39,33,0.12,"20,099","6,894,883",7800,0,1,3,"24,913",336,78729954,22,"87,707"
Massachusetts,MA,2018, 0.11 ,0,41,34,0.13,"20,340","6,885,720",7800,0,1,3.3,"24,761",355,78655880,22,"86,345"
Massachusetts,MA,2017, 0.11 ,0,39,35,0.13,"20,119","6,863,560",7800,0,1,3.8,"24,389",347,78245507,22,"73,227"
Massachusetts,MA,2016, 0.11 ,0,43,37,0.13,,"6,827,280",7800,0,1,3.9,"24,479",387,77692592,22,"72,266"
Massachusetts,MA,2015, 0.11 ,0,38,31,0.13,"20,673","6,797,484",7800,0,1,4.8,"23,156",344,72751021,22,"67,861"
Massachusetts,MA,2014, 0.11 ,0,47,40,0.13,"20,057","6,764,864",7800,0,1,5.7,"22,655",354,71823536,22,"63,151"
Massachusetts,MA,2013, 0.11 ,0,42,36,0.13,"19,650","6,715,158",7800,0,1,6.7,"22,725",351,70423629,22,"62,963"
Massachusetts,MA,2012, 0.11 ,0,42,34,0.13,"19,282","6,664,269",7800,0,1,6.7,"22,692",383,70606494,22,"63,656"
Massachusetts,MA,2011, 0.11 ,0,39,34,0.13,"19,771","6,614,218",7800,0,1,7.3,"22,456",374,"79,902,558",22,"63,313"
Massachusetts,MA,2010, 0.11 ,0,44,35,0.13,"19,574","6,557,254",7800,0,1,8.3,"22,287",347,73939716,22,"60,934"
Massachusetts,MA,2009, 0.11 ,0,38,31,0.13,"16,783","6,517,613",7800,0,1,8.1,"22,158",340,74597901,22,"59,373"
Massachusetts,MA,2008, 0.11 ,0,41,33,0.13,"20,173","6,468,967",7800,0,1,5.5,"21,836",364,71892262,22,"60,320"
Massachusetts,MA,2007, 0.11 ,0,44,36,0.13,"20,325","6,431,559",7800,0,1,4.6,"21,897",434,68447547,22,"58,463"
Massachusetts,MA,2006, 0.11 ,0,40,33,0.13,"20,410","6,410,084",7800,0,1,4.9,"21,937",429,63804044,22,"55,330"
Massachusetts,MA,2005, 0.11 ,0,38,34,0.13,"19,579","6,403,290",7800,0,1,4.8,"22,323",441,"60,011,937",22,"56,017"
Massachusetts,MA,2004, 0.11 ,0,40,36,0.13,19466,"6,412,281",7800,0,1,5.1,"21,710",476,57163315,22,"52,019"
Massachusetts,MA,2003, 0.11 ,0,42,34,0.12,19439,"6,422,565",7800,0,1,5.7,"20,714",462,48478722,22,"50,955"
Massachusetts,MA,2002, 0.11 ,0,46,39,0.12,19749,"6,417,206",7800,0,1,5.3,"19,775",459,45216090,22,"49,855"
Massachusetts,MA,2001, 0.11 ,0,44,38,0.12,20043,"6,397,634",7800,0,1,3.7,"19,721",477,42149219,22,"52,253"
Massachusetts,MA,2000, 0.11 ,0,44,35,0.12,19801,"6,361,104",7800,0,1,2.7,"19,295",433,"305,749.00",22,"46,753"
Michigan,MI,2020, 0.20 ,0,34,28,0.12,,"9,966,555",56539,1,0,10,,1084,34402762,23,"64,392"
Michigan,MI,2019, 0.20 ,0,31,27,0.12,"25,063","9,984,795",56539,0,0,4.1,"32,822",986,31963637,23,"64,119"
Michigan,MI,2018, 0.20 ,0,35,29,0.12,"23,991","9,987,286",56539,0,0,4.1,"32,964",977,30431567,23,"60,449"
Michigan,MI,2017, 0.20 ,0,35,29,0.12,"23,856","9,976,752",56539,0,0,4.6,"32,911",1031,30567333,23,"57,700"
Michigan,MI,2016, 0.20 ,0,29,23,0.13,,"9,954,117",56539,0,0,5,"31,746",1065,33744508,23,"57,091"
Michigan,MI,2015, 0.20 ,0,32,28,0.13,"22,913","9,934,483",56539,0,0,5.4,"30,713",967,33245109,23,"54,203"
Michigan,MI,2014, 0.20 ,0,29,23,0.13,"23,179","9,932,033",56539,0,0,7.2,"28,124",901,31528074,23,"52,005"
Michigan,MI,2013, 0.20 ,0,32,26,0.13,"22,669","9,914,802",56539,0,0,8.8,"30,015",947,30377220,23,"48,801"
Michigan,MI,2012, 0.20 ,0,33,28,0.13,"23,165","9,898,289",56539,0,0,9.1,"29,387",940,30823672,23,"50,015"
Michigan,MI,2011, 0.20 ,0,33,29,0.13,"23,744","9,883,053",56539,0,0,10.4,"28,764",889,"30,975,273",23,"48,879"
Michigan,MI,2010, 0.20 ,0,31,25,0.13,"24,426","9,877,574",56539,0,0,12.6,"29,378",942,32146344,23,"46,276"
Michigan,MI,2009, 0.20 ,0,33,28,0.13,"25,419","9,901,591",56539,0,0,13.7,"26,122",872,31686190,23,"45,994"
Michigan,MI,2008, 0.20 ,0,34,29,0.13,"26,495","9,946,889",56539,0,0,8,"26,176",980,30048498,23,"49,788"
Michigan,MI,2007, 0.20 ,0,35,28,0.13,"26,318","10,001,284",56539,0,0,7,"27,851",1087,29304641,23,"49,370"
Michigan,MI,2006, 0.20 ,0,37,31,0.13,"25,896","10,036,081",56539,0,0,7,"28,038",1086,27303332,23,"48,647"
Michigan,MI,2005, 0.20 ,0,35,29,0.13,"26,634","10,051,137",56539,0,0,6.8,"28,029",1129,"24,361,660",23,"45,933"
Michigan,MI,2004, 0.20 ,0,33,28,0.13,27656,"10,055,315",56539,0,0,7,"28,495",1159,25017987,23,"42,256"
Michigan,MI,2003, 0.20 ,0,33,26,0.13,27812,"10,041,152",56539,0,0,7.2,"28,181",1283,22478857,23,"45,022"
Michigan,MI,2002, 0.20 ,0,33,28,0.13,28080,"10,015,710",56539,0,0,6.3,"26,769",1277,21947042,23,"42,715"
Michigan,MI,2001, 0.20 ,0,35,30,0.13,28596,"9,991,120",56539,0,0,5.2,"26,083",1328,20114054,23,"45,047"
Michigan,MI,2000, 0.20 ,0,34,29,0.13,28380,"9,952,450",56539,0,0,3.6,"26,114",1382,-,23,"45,512"
Minnesota,MN,2020, 0.15 ,0,34,27,0.11,,"5,657,342",79627,0,0,6.3,,394,17400637,24,"78,753"
Minnesota,MN,2019, 0.15 ,0,28,23,0.11,"15,960","5,640,053",79627,0,0,3.3,"17,766",364,17363665,24,"81,426"
Minnesota,MN,2018, 0.15 ,0,32,27,0.12,"15,264","5,608,762",79627,0,0,2.9,"17,884",381,16600028,24,"71,817"
Minnesota,MN,2017, 0.15 ,0,29,24,0.12,"14,848","5,569,283",79627,0,0,3.4,"17,901",358,16361948,24,"71,920"
Minnesota,MN,2016, 0.15 ,0,31,24,0.12,,"5,525,360",79627,0,0,3.9,"17,591",392,16332086,24,"70,218"
Minnesota,MN,2015, 0.15 ,0,35,28,0.12,"13,917","5,484,002",79627,0,0,3.7,"16,235",411,15862174,24,"68,730"
Minnesota,MN,2014, 0.15 ,0,34,30,0.12,"13,589","5,452,665",79627,0,0,4.2,"16,226",361,15818353,24,"67,244"
Minnesota,MN,2013, 0.15 ,0,30,25,0.12,"13,348","5,414,722",79627,0,0,5,"15,969",387,13674984,24,"60,907"
Minnesota,MN,2012, 0.15 ,0,33,29,0.12,"13,476","5,377,500",79627,0,0,5.6,"16,160",395,13230223,24,"61,795"
Minnesota,MN,2011, 0.15 ,0,36,30,0.12,"13,409","5,346,620",79627,0,0,6.5,"15,828",368,"12,896,921",24,"57,820"
Minnesota,MN,2010, 0.15 ,0,33,31,0.12,"13,509","5,310,584",79627,0,0,7.4,"16,005",411,11569786,24,"52,321"
Minnesota,MN,2009, 0.15 ,0,31,25,0.13,"13,709","5,281,203",79627,0,0,7.8,"16,176",421,10524424,24,"56,090"
Minnesota,MN,2008, 0.15 ,0,35,29,0.13,"13,697","5,247,018",79627,0,0,5.4,"16,221",455,9538669,24,"54,925"
Minnesota,MN,2007, 0.15 ,0,38,34,0.13,"13,514","5,207,203",79627,0,0,4.6,"16,119",510,8866611,24,"58,058"
Minnesota,MN,2006, 0.15 ,0,36,30,0.13,"13,179","5,163,555",79627,0,0,4,"16,371",494,7434990,24,"56,211"
Minnesota,MN,2005, 0.15 ,0,34,29,0.13,"12,795","5,119,598",79627,0,0,4.1,"16,011",559,"7,265,044",24,"54,215"
Minnesota,MN,2004, 0.15 ,0,32,28,0.14,12572,"5,087,713",79627,0,0,4.7,"15,740",567,6665669,24,"56,104"
Minnesota,MN,2003, 0.15 ,0,39,32,0.13,12354,"5,053,572",79627,0,0,4.9,"15,586",655,7150401,24,"52,823"
Minnesota,MN,2002, 0.15 ,0,37,30,0.13,12583,"5,018,935",79627,0,0,4.5,"15,286",657,6408289,24,"54,622"
Minnesota,MN,2001, 0.15 ,0,38,32,0.13,12277,"4,982,796",79627,0,0,3.8,"15,600",568,5623878,24,"52,681"
Minnesota,MN,2000, 0.15 ,0,39,34,0.13,11961,"4,933,692",79627,0,0,3.2,"15,043",625,-,24,"54,251"
Mississippi,MS,2020, 0.43 ,1,25,21,0.12,,"2,966,786",46923,0,0,8,,752,7306342,25,"45,134"
Mississippi,MS,2019, 0.43 ,1,31,26,0.12,"4,439","2,978,227",46923,0,0,5.5,"9,748",642,7225292,25,"44,787"
Mississippi,MS,2018, 0.43 ,1,30,25,0.13,"4,240","2,982,879",46923,0,0,4.8,"9,373",663,7252112,25,"42,781"
Mississippi,MS,2017, 0.43 ,1,27,23,0.13,"4,437","2,990,674",46923,0,0,5.1,"9,109",685,7470178,25,"43,441"
Mississippi,MS,2016, 0.43 ,1,24,19,0.13,,"2,990,595",46923,0,0,5.8,"9,151",687,7283371,25,"41,099"
Mississippi,MS,2015, 0.43 ,0,31,25,0.13,"4,016","2,990,231",46923,0,0,6.4,"8,776",677,7470450,25,"40,037"
Mississippi,MS,2014, 0.43 ,0,33,28,0.14,"4,162","2,991,892",46923,0,0,7.5,"7,869",607,7218459,25,"35,521"
Mississippi,MS,2013, 0.43 ,0,38,34,0.14,"4,609","2,989,839",46923,0,0,8.5,"7,726",613,7112560,25,"40,850"
Mississippi,MS,2012, 0.43 ,0,37,33,0.14,"5,662","2,984,599",46923,0,0,9,"7,569",582,7194251,25,"36,641"
Mississippi,MS,2011, 0.43 ,0,27,25,0.14,"6,216","2,979,147",46923,0,0,10,"7,558",630,"6,768,371",25,"41,090"
Mississippi,MS,2010, 0.43 ,0,30,27,0.14,"10,325","2,970,036",46923,0,0,10.4,"7,731",641,6491980,25,"38,160"
Mississippi,MS,2009, 0.43 ,0,37,33,0.14,"8,764","2,958,774",46923,0,0,9.5,"7,713",700,6189432,25,"35,078"
Mississippi,MS,2008, 0.43 ,0,39,32,0.14,"8,243","2,947,806",46923,0,0,6.6,"8,107",783,6331031,25,"36,446"
Mississippi,MS,2007, 0.43 ,0,41,36,0.14,"8,651","2,928,350",46923,0,0,6.1,"8,271",884,5858340,25,"37,279"
Mississippi,MS,2006, 0.43 ,0,41,37,0.14,"9,200","2,904,978",46923,0,0,6.5,"8,101",911,4870486,25,"34,733"
Mississippi,MS,2005, 0.43 ,0,39,35,0.15,"8,502","2,905,943",46923,0,0,7.5,"7,643",931,"4,328,368",25,"32,875"
Mississippi,MS,2004, 0.43 ,0,37,35,0.15,8857,"2,889,010",46923,0,0,6.2,"7,436",900,4378804,25,"34,755"
Mississippi,MS,2003, 0.43 ,0,35,32,0.15,7782,"2,868,312",46923,0,0,6.3,"7,036",872,4166614,25,"32,728"
Mississippi,MS,2002, 0.43 ,0,36,31,0.15,8381,"2,858,681",46923,0,0,6.6,"6,930",885,4159879,25,"30,882"
Mississippi,MS,2001, 0.43 ,0,33,30,0.15,8255,"2,852,994",46923,0,0,5.5,"6,882",784,3819476,25,"30,161"
Mississippi,MS,2000, 0.43 ,0,38,32,0.15,7618,"2,848,353",46923,0,0,5.4,"6,648",949,-,25,"34,299"
Missouri,MO,2020, 0.06 ,0,37,32,0.12,,"6,151,548",68742,0,0,6.1,,987,18969986,26,"62,178"
Missouri,MO,2019, 0.06 ,0,32,27,0.12,"20,569","6,140,475",68742,0,0,3.2,"32,373",881,18093900,26,"60,597"
Missouri,MO,2018, 0.06 ,0,31,27,0.12,"20,226","6,125,986",68742,0,0,3.2,"32,025",921,17854734,26,"61,726"
Missouri,MO,2017, 0.06 ,0,32,27,0.12,"20,492","6,111,382",68742,0,0,3.8,"32,201",932,18419751,26,"56,885"
Missouri,MO,2016, 0.06 ,0,32,26,0.12,,"6,091,384",68742,0,0,4.6,"31,075",947,19103212,26,"55,016"
Missouri,MO,2015, 0.06 ,0,30,25,0.13,"20,062","6,075,411",68742,0,0,5,"29,699",870,19396172,26,"59,196"
Missouri,MO,2014, 0.06 ,0,33,27,0.13,"20,309","6,059,130",68742,0,0,6.1,"25,629",766,19041613,26,"56,630"
Missouri,MO,2013, 0.06 ,0,37,32,0.13,"20,093","6,042,989",68742,0,0,6.7,"28,228",757,19307770,26,"50,311"
Missouri,MO,2012, 0.06 ,0,40,34,0.13,"19,487","6,026,027",68742,0,0,6.9,"27,760",826,20385537,26,"49,764"
Missouri,MO,2011, 0.06 ,0,38,33,0.13,"20,158","6,011,182",68742,0,0,8.5,"26,937",786,"20,682,303",26,"45,774"
Missouri,MO,2010, 0.06 ,0,38,31,0.13,"20,375","5,996,231",68742,0,0,9.6,"26,813",821,20421226,26,"45,817"
Missouri,MO,2009, 0.06 ,0,41,34,0.13,"20,486","5,961,088",68742,0,0,9.3,"22,878",878,19241356,26,"48,769"
