state,stateAb,year,beerTax,ignInt,pctAlcFtl01,pctAlcFtl08,pct18to24,policeForce,population,stateSize,scanner,openContainer,unemployRate,vehicleMiles,totKill,stateDeficit,stateid,medIncome
Missouri,MO,2008, 0.06 ,0,38,33,0.13,"20,319","5,923,916",68742,0,0,6.1,"22,929",960,19740684,26,"46,038"
Missouri,MO,2007, 0.06 ,0,40,34,0.13,"19,951","5,887,612",68742,0,0,5.1,"23,160",992,18715821,26,"46,005"
Missouri,MO,2006, 0.06 ,0,43,35,0.13,"19,378","5,842,704",68742,0,0,4.8,"22,703",1096,17668630,26,"44,579"
Missouri,MO,2005, 0.06 ,0,40,33,0.13,"18,588","5,790,300",68742,0,0,5.4,"22,467",1257,"16,183,549",26,"42,986"
Missouri,MO,2004, 0.06 ,0,38,33,0.13,19073,"5,747,741",68742,0,0,5.9,"22,497",1130,16218362,26,"42,137"
Missouri,MO,2003, 0.06 ,0,38,32,0.13,19048,"5,709,403",68742,0,0,5.6,"22,199",1232,13855016,26,"43,762"
Missouri,MO,2002, 0.06 ,0,40,35,0.13,18838,"5,674,825",68742,0,0,5.4,"21,803",1208,12692540,26,"42,776"
Missouri,MO,2001, 0.06 ,0,44,37,0.13,17118,"5,641,142",68742,0,0,4.6,"21,388",1098,11373216,26,"41,339"
Missouri,MO,2000, 0.06 ,0,42,37,0.13,16019,"5,607,285",68742,0,0,3.6,"22,210",1157,-,26,"45,097"
Montana,MT,2020, 0.14 ,1,51,45,0.11,,"1,080,577",145546,0,1,5.8,,213,2725873,27,"56,741"
Montana,MT,2019, 0.14 ,1,38,36,0.12,"3,152","1,070,123",145546,0,1,3.5,"3,276",184,2658644,27,"60,195"
Montana,MT,2018, 0.14 ,1,48,44,0.12,"2,902","1,061,818",145546,0,1,3.7,"3,264",181,2739404,27,"57,679"
Montana,MT,2017, 0.14 ,0,34,30,0.12,"3,034","1,053,862",145546,0,1,3.9,"3,276",186,2795614,27,"59,087"
Montana,MT,2016, 0.14 ,0,50,44,0.12,,"1,042,137",145546,0,1,4.1,"3,190",190,3052423,27,"57,075"
Montana,MT,2015, 0.14 ,0,41,34,0.12,"3,153","1,031,495",145546,0,1,4.2,"3,070",224,3206612,27,"51,395"
Montana,MT,2014, 0.14 ,0,44,38,0.13,"2,021","1,022,657",145546,0,1,4.7,"3,054",192,3402199,27,"51,102"
Montana,MT,2013, 0.14 ,0,46,41,0.13,"2,542","1,014,158",145546,0,1,5.4,"3,030",229,3516016,27,"44,132"
Montana,MT,2012, 0.14 ,0,52,43,0.13,"2,405","1,004,168",145546,0,1,6,"2,962",205,3995366,27,"45,088"
Montana,MT,2011, 0.14 ,0,42,39,0.13,"3,022","997,518",145546,0,1,6.9,"2,810",209,"4,033,356",27,"40,277"
Montana,MT,2010, 0.14 ,0,44,38,0.12,"2,941","990,898",145546,0,1,7.3,"2,749",189,4156638,27,"41,280"
Montana,MT,2009, 0.14 ,0,42,37,0.13,"2,965","983,982",145546,0,1,6.8,"2,787",221,4469708,27,"40,437"
Montana,MT,2008, 0.14 ,0,45,39,0.13,"2,661","976,415",145546,0,1,5.1,"2,693",229,4660223,27,"42,900"
Montana,MT,2007, 0.14 ,0,45,38,0.13,"2,741","964,706",145546,0,1,3.6,"2,905",277,4527455,27,"43,655"
Montana,MT,2006, 0.14 ,0,43,40,0.14,"2,753","952,692",145546,0,1,3.5,"2,833",264,4353768,27,"41,105"
Montana,MT,2005, 0.14 ,0,47,43,0.14,"2,796","940,102",145546,0,1,4.4,"2,814",251,"3,949,082",27,"37,313"
Montana,MT,2004, 0.14 ,0,45,42,0.14,2761,"930,009",145546,0,0,4.8,"2,837",229,3048862,27,"33,956"
Montana,MT,2003, 0.14 ,0,47,39,0.14,2750,"919,630",145546,0,0,4.7,"2,736",262,2879317,27,"34,108"
Montana,MT,2002, 0.14 ,0,45,37,0.13,2707,"911,667",145546,0,0,4.4,"2,736",269,2751900,27,"34,835"
Montana,MT,2001, 0.14 ,0,43,39,0.13,2620,"906,961",145546,0,0,4.5,"2,479",230,2739648,27,"32,126"
Montana,MT,2000, 0.14 ,0,47,42,0.13,2435,"903,773",145546,0,0,5,"2,442",237,-,27,"32,777"
Nebraska,NE,2020, 0.31 ,1,37,31,0.13,,"1,937,552",76824,1,1,4.3,,233,2585834,28,"72,248"
Nebraska,NE,2019, 0.31 ,1,29,24,0.13,"5,349","1,932,571",76824,1,1,3.1,"6,883",248,2268176,28,"73,071"
Nebraska,NE,2018, 0.31 ,1,35,30,0.13,"5,398","1,925,512",76824,1,1,2.8,"6,893",230,2056773,28,"67,575"
Nebraska,NE,2017, 0.31 ,1,32,30,0.13,"4,852","1,916,998",76824,1,1,2.9,"6,845",228,2014735,28,"59,619"
Nebraska,NE,2016, 0.31 ,1,37,28,0.13,,"1,906,483",76824,1,1,3.1,"6,683",218,1950506,28,"59,374"
Nebraska,NE,2015, 0.31 ,1,34,26,0.13,"5,241","1,892,059",76824,1,1,3,"6,561",246,1809126,28,"60,474"
Nebraska,NE,2014, 0.31 ,1,34,27,0.13,"5,152","1,879,955",76824,1,1,3.3,"5,068",225,1908707,28,"56,870"
Nebraska,NE,2013, 0.31 ,1,33,28,0.13,"4,915","1,865,813",76824,1,1,3.8,"6,037",211,1846583,28,"53,774"
Nebraska,NE,2012, 0.31 ,1,42,34,0.13,"4,943","1,853,691",76824,1,1,4,"5,992",212,2073385,28,"52,196"
Nebraska,NE,2011, 0.31 ,0,30,25,0.13,"4,893","1,840,914",76824,1,1,4.4,"5,938",181,"2,345,750",28,"55,616"
Nebraska,NE,2010, 0.31 ,0,30,26,0.13,"4,835","1,830,429",76824,1,1,4.6,"5,829",190,2442982,28,"52,504"
Nebraska,NE,2009, 0.31 ,0,40,31,0.14,"4,815","1,812,683",76824,0,1,4.6,"4,442",223,2516775,28,"49,595"
Nebraska,NE,2008, 0.31 ,0,35,25,0.14,"4,810","1,796,378",76824,0,1,3.3,"4,243",208,2719139,28,"50,728"
Nebraska,NE,2007, 0.31 ,0,38,30,0.14,"4,621","1,783,440",76824,0,1,3,"4,460",256,2331711,28,"49,174"
Nebraska,NE,2006, 0.31 ,0,32,27,0.14,"4,774","1,772,693",76824,0,1,3.1,"4,425",269,2006218,28,"48,145"
Nebraska,NE,2005, 0.31 ,0,32,27,0.14,"4,613","1,761,497",76824,0,1,3.8,"4,262",276,"1,741,571",28,"47,923"
Nebraska,NE,2004, 0.31 ,0,35,29,0.14,4803,"1,749,370",76824,0,1,3.9,"4,239",254,1949654,28,"43,786"
Nebraska,NE,2003, 0.23 ,0,40,32,0.14,4654,"1,738,643",76824,0,1,3.9,"4,196",293,2135502,28,"43,974"
Nebraska,NE,2002, 0.23 ,0,37,31,0.14,4649,"1,728,292",76824,0,1,3.6,"4,172",307,2215191,28,"42,796"
Nebraska,NE,2001, 0.23 ,0,37,30,0.14,4532,"1,719,836",76824,0,1,3.1,"4,017",246,1799628,28,"43,611"
Nebraska,NE,2000, 0.23 ,0,35,26,0.14,4531,"1,713,820",76824,0,1,2.8,"3,925",276,-,28,"41,750"
Nevada,NV,2020, 0.16 ,0,32,26,0.1,,"3,138,259",109781,0,0,13.5,,317,3652724,29,"61,164"
Nevada,NV,2019, 0.16 ,0,37,29,0.11,"7,693","3,090,771",109781,0,0,4.1,"8,897",304,3307058,29,"70,906"
Nevada,NV,2018, 0.16 ,0,33,27,0.11,"9,110","3,030,725",109781,0,0,4.6,"8,941",329,3435955,29,"61,864"
Nevada,NV,2017, 0.16 ,0,31,27,0.11,"9,831","2,972,097",109781,0,0,5.1,"8,598",311,3248814,29,"56,550"
Nevada,NV,2016, 0.16 ,0,35,31,0.11,,"2,919,555",109781,0,0,5.7,"8,278",329,3222367,29,"55,431"
Nevada,NV,2015, 0.16 ,0,36,30,0.11,"9,106","2,868,531",109781,0,0,6.8,"7,969",326,3351972,29,"52,008"
Nevada,NV,2014, 0.16 ,0,39,32,0.12,"8,973","2,818,935",109781,0,0,7.9,"7,526",291,3520774,29,"49,875"
Nevada,NV,2013, 0.16 ,0,35,30,0.12,"8,812","2,776,956",109781,0,0,9.6,"7,422",266,3609752,29,"45,369"
Nevada,NV,2012, 0.16 ,0,38,33,0.12,"9,447","2,744,670",109781,0,0,11.2,"7,252",261,3896718,29,"47,333"
Nevada,NV,2011, 0.16 ,0,37,28,0.12,"8,325","2,713,114",109781,0,0,13,"7,080",246,"4,201,115",29,"47,043"
Nevada,NV,2010, 0.16 ,0,33,27,0.12,"9,873","2,704,642",109781,0,0,13.5,"7,020",257,4435774,29,"51,200"
Nevada,NV,2009, 0.16 ,0,38,28,0.12,"10,115","2,684,665",109781,0,0,11.3,"7,125",243,4444804,29,"51,434"
Nevada,NV,2008, 0.16 ,0,37,33,0.12,"8,841","2,653,630",109781,0,0,6.7,"7,112",324,4248696,29,"54,744"
Nevada,NV,2007, 0.16 ,0,39,32,0.12,"9,537","2,601,072",109781,0,0,4.5,"7,572",373,4140910,29,"54,058"
Nevada,NV,2006, 0.16 ,0,40,33,0.12,"9,080","2,522,658",109781,0,0,4,"7,250",431,4050212,29,"52,282"
Nevada,NV,2005, 0.16 ,0,36,32,0.12,"8,538","2,432,143",109781,0,0,4.1,"6,533",427,"4,075,813",29,"48,209"
Nevada,NV,2004, 0.16 ,0,33,28,0.12,8045,"2,346,222",109781,0,0,4.3,"6,438",395,3845557,29,"47,204"
Nevada,NV,2003, 0.09 ,0,39,33,0.12,7856,"2,248,850",109781,0,0,5.1,"6,009",368,3604272,29,"45,184"
Nevada,NV,2002, 0.09 ,0,38,32,0.12,8312,"2,173,791",109781,0,0,5.6,"5,870",381,3667666,29,"44,958"
Nevada,NV,2001, 0.09 ,0,38,32,0.12,7513,"2,098,399",109781,0,0,5.2,"5,653",314,3387247,29,"45,403"
Nevada,NV,2000, 0.09 ,0,40,33,0.12,7139,"2,018,741",109781,0,0,4.2,"5,278",323,"45,001.00",29,"45,758"
New Hampshire,NH,2020, 0.30 ,0,41,36,0.11,,"1,366,275",8953,0,0,6.7,,104,7543417,30,"88,894"
New Hampshire,NH,2019, 0.30 ,0,43,38,0.11,"3,713","1,360,783",8953,0,0,2.6,"4,719",101,7600010,30,"86,900"
New Hampshire,NH,2018, 0.30 ,0,36,31,0.11,"3,689","1,355,064",8953,0,0,2.5,"4,685",147,7739271,30,"81,346"
New Hampshire,NH,2017, 0.30 ,0,31,25,0.12,"3,623","1,350,395",8953,0,0,2.7,"4,674",102,7739447,30,"74,801"
New Hampshire,NH,2016, 0.30 ,0,36,30,0.12,,"1,343,694",8953,0,0,2.9,"4,574",136,7869122,30,"76,260"
New Hampshire,NH,2015, 0.30 ,0,36,28,0.12,"3,459","1,337,480",8953,0,0,3.4,"4,446",114,8211178,30,"75,675"
New Hampshire,NH,2014, 0.30 ,0,35,30,0.12,"3,401","1,334,257",8953,0,0,4.3,"4,268",95,8217510,30,"73,397"
New Hampshire,NH,2013, 0.30 ,0,39,34,0.12,"3,432","1,327,272",8953,0,0,5.1,"4,316",135,8763339,30,"71,322"
New Hampshire,NH,2012, 0.30 ,0,35,30,0.12,"3,436","1,324,677",8953,0,0,5.5,"4,167",108,8029849,30,"67,819"
New Hampshire,NH,2011, 0.30 ,0,32,30,0.12,"3,473","1,320,444",8953,0,0,5.4,"4,076",90,"8,450,218",30,"65,880"
New Hampshire,NH,2010, 0.30 ,0,42,35,0.12,"3,441","1,316,759",8953,0,0,5.8,"4,172",128,8347216,30,"66,633"
New Hampshire,NH,2009, 0.30 ,0,32,26,0.12,"3,353","1,316,102",8953,0,0,6.2,"4,080",110,8411660,30,"64,131"
New Hampshire,NH,2008, 0.30 ,0,38,33,0.12,"3,373","1,315,906",8953,0,0,3.9,"3,809",138,7908632,30,"66,176"
New Hampshire,NH,2007, 0.30 ,0,34,26,0.12,"3,256","1,312,540",8953,0,0,3.5,"3,945",129,7690409,30,"67,576"
New Hampshire,NH,2006, 0.30 ,0,38,36,0.12,"3,197","1,308,389",8953,0,0,3.4,"3,897",127,7433238,30,"61,970"
New Hampshire,NH,2005, 0.30 ,0,36,33,0.12,"3,098","1,298,492",8953,0,0,3.6,"3,890",166,"6,864,120",30,"56,984"
New Hampshire,NH,2004, 0.30 ,0,33,30,0.12,2644,"1,290,121",8953,0,0,3.8,"3,920",171,6528236,30,"56,815"
New Hampshire,NH,2003, 0.30 ,0,36,29,0.12,2670,"1,279,840",8953,0,0,4.3,"3,637",127,5594078,30,"55,567"
New Hampshire,NH,2002, 0.30 ,0,38,34,0.12,2523,"1,269,089",8953,0,0,4.5,"3,552",127,5396517,30,"55,321"
New Hampshire,NH,2001, 0.30 ,0,46,36,0.11,2704,"1,255,517",8953,0,0,3.4,"3,427",142,5607884,30,"51,331"
New Hampshire,NH,2000, 0.30 ,0,37,33,0.11,2475,"1,239,882",8953,0,0,2.7,"3,380",126,126,30,"50,926"
New Jersey,NJ,2020, 0.12 ,1,31,26,0.11,,"8,882,371",7354,0,1,9.4,,584,64058342,31,"85,549"
New Jersey,NJ,2019, 0.12 ,1,30,23,0.11,"48,803","8,891,258",7354,0,1,3.5,"30,650",558,63797724,31,"87,726"
New Jersey,NJ,2018, 0.12 ,1,29,23,0.11,"40,847","8,891,730",7354,0,1,4.1,"30,227",563,65574574,31,"74,176"
New Jersey,NJ,2017, 0.12 ,1,25,19,0.11,"40,469","8,888,147",7354,0,1,4.6,"30,368",624,65874095,31,"72,997"
New Jersey,NJ,2016, 0.12 ,1,29,22,0.11,,"8,873,584",7354,0,1,5,"30,106",602,66731791,31,"68,468"
New Jersey,NJ,2015, 0.12 ,0,24,19,0.11,"39,376","8,870,312",7354,0,1,5.8,"28,286",561,67167455,31,"68,357"
New Jersey,NJ,2014, 0.12 ,0,36,29,0.12,"38,778","8,867,277",7354,0,1,6.8,"28,163",556,66089949,31,"65,243"
New Jersey,NJ,2013, 0.12 ,0,34,27,0.12,"31,931","8,857,821",7354,0,1,8.2,"28,529",542,64264050,31,"61,782"
New Jersey,NJ,2012, 0.12 ,0,36,28,0.12,"37,881","8,845,671",7354,0,1,9.3,"28,735",589,64851557,31,"66,692"
New Jersey,NJ,2011, 0.12 ,0,36,31,0.11,"36,854","8,828,552",7354,0,1,9.3,"26,141",627,"64,004,651",31,"62,338"
New Jersey,NJ,2010, 0.12 ,0,35,29,0.11,"39,996","8,801,624",7354,0,1,9.5,"26,922",556,60968300,31,"62,968"
New Jersey,NJ,2009, 0.12 ,0,31,25,0.11,"41,609","8,755,602",7354,0,1,9.1,"26,725",584,56897866,31,"64,777"
New Jersey,NJ,2008, 0.12 ,0,32,26,0.11,"42,022","8,711,090",7354,0,1,5.3,"26,939",590,52785000,31,"65,306"
New Jersey,NJ,2007, 0.12 ,0,35,28,0.11,"41,672","8,677,885",7354,0,1,4.3,"27,698",724,51384806,31,"60,508"
New Jersey,NJ,2006, 0.12 ,0,36,28,0.11,"36,456","8,661,679",7354,0,1,4.7,"27,121",771,50201418,31,"68,059"
New Jersey,NJ,2005, 0.12 ,0,33,27,0.11,"40,810","8,651,974",7354,0,1,4.5,"26,595",747,"42,313,155",31,"63,368"
New Jersey,NJ,2004, 0.12 ,0,32,26,0.11,40195,"8,634,561",7354,0,1,4.8,"25,745",723,40640195,31,"55,275"
New Jersey,NJ,2003, 0.12 ,0,32,27,0.11,39901,"8,601,402",7354,0,1,5.8,"25,458",733,33608678,31,"56,045"
New Jersey,NJ,2002, 0.12 ,0,30,25,0.11,38931,"8,552,643",7354,0,1,5.8,"23,183",771,32093133,31,"54,568"
New Jersey,NJ,2001, 0.12 ,0,33,27,0.11,38817,"8,492,671",7354,0,1,4.3,"22,433",745,29727858,31,"51,771"
New Jersey,NJ,2000, 0.12 ,0,38,31,0.11,28207,"8,430,621",7354,0,1,3.7,"21,802",731,"1,886,142.00",31,"50,405"
New Mexico,NM,2020, 0.41 ,1,36,33,0.12,,"2,106,319",121298,0,1,7.9,,398,7269712,32,"50,906"
New Mexico,NM,2019, 0.41 ,1,35,29,0.12,"2,705","2,099,634",121298,0,1,5,"7,731",425,7073796,32,"53,113"
New Mexico,NM,2018, 0.41 ,1,36,29,0.12,"3,877","2,093,754",121298,0,1,4.9,"7,474",392,7269354,32,"48,283"
New Mexico,NM,2017, 0.41 ,1,38,30,0.12,"4,208","2,092,844",121298,0,1,5.9,"7,337",380,7057656,32,"47,855"
New Mexico,NM,2016, 0.41 ,1,37,29,0.13,,"2,092,555",121298,0,1,6.6,"7,261",405,7086700,32,"48,451"
New Mexico,NM,2015, 0.41 ,1,36,33,0.13,"1,419","2,090,071",121298,0,1,6.5,"7,101",298,6738313,32,"45,119"
New Mexico,NM,2014, 0.41 ,1,37,30,0.13,"4,780","2,090,236",121298,0,1,6.7,"6,847",386,6884017,32,"46,686"
New Mexico,NM,2013, 0.41 ,1,39,31,0.13,511,"2,092,833",121298,0,1,6.9,"6,894",311,7232938,32,"42,127"
New Mexico,NM,2012, 0.41 ,1,30,26,0.13,"6,023","2,087,715",121298,0,1,7.1,"6,949",366,7550084,32,"43,424"
New Mexico,NM,2011, 0.41 ,1,33,30,0.13,"6,181","2,080,707",121298,0,1,7.5,"7,016",350,"8,118,832",32,"41,982"
New Mexico,NM,2010, 0.41 ,1,36,34,0.13,"6,030","2,065,932",121298,0,1,8.1,"7,070",349,8739878,32,"45,134"
New Mexico,NM,2009, 0.41 ,1,35,31,0.13,"6,615","2,036,802",121298,0,1,7.5,"7,086",361,8001721,32,"43,542"
New Mexico,NM,2008, 0.41 ,1,32,29,0.13,"5,765","2,010,662",121298,0,1,4.5,"7,197",366,7763822,32,"42,102"
New Mexico,NM,2007, 0.41 ,1,37,32,0.14,"5,644","1,990,070",121298,0,1,3.8,"7,281",413,7323101,32,"44,356"
New Mexico,NM,2006, 0.41 ,1,32,28,0.14,"4,731","1,962,137",121298,0,1,4.2,"7,166",484,6316043,32,"40,028"
New Mexico,NM,2005, 0.41 ,1,34,31,0.14,"5,537","1,932,274",121298,0,1,5.1,"7,174",488,"5,872,748",32,"38,947"
New Mexico,NM,2004, 0.41 ,1,35,30,0.14,5373,"1,903,808",121298,0,1,5.5,"6,959",521,5411287,32,"39,562"
New Mexico,NM,2003, 0.41 ,1,40,33,0.14,4869,"1,877,574",121298,0,1,5.9,"6,703",439,4601117,32,"35,105"
New Mexico,NM,2002, 0.41 ,1,41,35,0.14,5660,"1,855,309",121298,0,1,5.5,"6,369",449,4493374,32,"35,457"
New Mexico,NM,2001, 0.41 ,1,40,33,0.14,4294,"1,831,690",121298,0,1,4.9,"6,398",464,4304803,32,"33,124"
New Mexico,NM,2000, 0.41 ,1,43,35,0.14,5443,"1,821,204",121298,0,0,4.9,"6,441",432,-,32,"35,093"
New York,NY,2020, 0.14 ,1,33,27,0.11,,"19,336,776",47126,1,1,9.8,,1046,156004196,33,"68,659"
New York,NY,2019, 0.14 ,1,33,27,0.11,"84,108","19,463,131",47126,1,1,3.9,"45,870",934,150744529,33,"71,855"
New York,NY,2018, 0.14 ,1,39,34,0.12,"84,204","19,544,098",47126,1,1,4.1,"46,148",964,147959031,33,"67,274"
New York,NY,2017, 0.14 ,1,34,29,0.12,"83,642","19,593,849",47126,1,1,4.7,"45,790",1006,145204588,33,"62,447"
New York,NY,2016, 0.14 ,1,33,28,0.12,,"19,636,391",47126,1,1,4.9,"44,326",1041,143986640,33,"61,437"
New York,NY,2015, 0.14 ,0,34,28,0.12,"81,036","19,657,321",47126,1,1,5.3,"43,721",1136,143880477,33,"58,005"
New York,NY,2014, 0.14 ,0,36,30,0.13,"78,535","19,653,431",47126,1,1,6.3,"44,502",1041,143407624,33,"54,310"
New York,NY,2013, 0.14 ,0,37,31,0.13,"78,497","19,626,488",47126,1,1,7.7,"44,929",1202,142864900,33,"53,843"
New York,NY,2012, 0.14 ,0,36,29,0.13,"79,358","19,574,362",47126,1,1,8.5,"43,943",1180,142513773,33,"47,680"
New York,NY,2011, 0.14 ,0,34,28,0.13,"81,795","19,499,921",47126,1,1,8.3,"43,737",1171,"134,928,505",33,"50,636"
New York,NY,2010, 0.14 ,0,35,30,0.13,"83,394","19,392,283",47126,1,1,8.6,"44,525",1201,129529501,33,"49,781"
New York,NY,2009, 0.11 ,0,34,27,0.13,"83,941","19,307,066",47126,1,1,8.3,"43,410",1158,122651630,33,"50,216"
New York,NY,2008, 0.11 ,0,34,28,0.13,"80,949","19,212,436",47126,1,1,5.4,"43,482",1238,114240227,33,"50,461"
New York,NY,2007, 0.11 ,0,35,28,0.13,"86,952","19,132,335",47126,1,1,4.6,"44,140",1332,110084829,33,"48,944"
New York,NY,2006, 0.11 ,0,36,30,0.13,"86,053","19,104,631",47126,1,1,4.5,"44,250",1454,105306179,33,"48,222"
New York,NY,2005, 0.11 ,0,35,29,0.13,"83,625","19,132,610",47126,1,1,5,"43,558",1434,"102,564,586",33,"47,176"
New York,NY,2004, 0.11 ,0,34,29,0.13,86481,"19,171,567",47126,1,1,5.8,"44,005",1495,97920518,33,"44,649"
New York,NY,2003, 0.13 ,0,31,26,0.13,71492,"19,175,939",47126,1,1,6.4,"42,355",1493,91634857,33,"42,788"
New York,NY,2002, 0.13 ,0,27,22,0.13,80990,"19,137,800",47126,1,1,6.1,"41,328",1530,87978794,33,"41,966"
New York,NY,2001, 0.14 ,0,27,22,0.13,86297,"19,082,838",47126,1,1,4.8,"41,108",1564,80384892,33,"42,114"
New York,NY,2000, 0.14 ,0,28,23,0.12,86528,"19,001,780",47126,1,1,4.5,"40,499",1460,"6,377,761",33,"40,744"
North Carolina,NC,2020, 0.62 ,0,35,30,0.12,,"10,600,823",48618,1,1,7.2,,1538,15098522,34,"60,430"
North Carolina,NC,2019, 0.62 ,0,30,27,0.12,"34,036","10,501,384",48618,1,1,3.9,"36,281",1457,14944427,34,"61,159"
North Carolina,NC,2018, 0.62 ,0,33,29,0.12,"34,100","10,391,358",48618,1,1,3.9,"36,051",1436,15354553,34,"53,369"
North Carolina,NC,2017, 0.62 ,0,32,28,0.12,"34,950","10,275,758",48618,1,1,4.5,"35,563",1412,16310177,34,"50,343"
North Carolina,NC,2016, 0.62 ,0,34,30,0.12,,"10,161,802",48618,1,1,5.1,"33,730",1450,16919235,34,"53,764"
North Carolina,NC,2015, 0.62 ,0,33,28,0.13,"34,225","10,037,218",48618,1,1,5.7,"31,979",1379,17514428,34,"50,797"
North Carolina,NC,2014, 0.62 ,0,32,28,0.13,"34,520","9,937,295",48618,1,1,6.3,"28,655",1284,17853232,34,"46,784"
North Carolina,NC,2013, 0.62 ,0,33,28,0.13,"33,505","9,846,717",48618,1,1,8,"27,798",1290,19054585,34,"41,208"
North Carolina,NC,2012, 0.62 ,0,33,29,0.13,"33,353","9,751,810",48618,1,1,9.3,"27,266",1299,18291688,34,"41,553"
North Carolina,NC,2011, 0.62 ,0,34,29,0.13,"33,061","9,658,913",48618,1,1,10.3,"26,880",1230,"18,556,175",34,"45,206"
North Carolina,NC,2010, 0.62 ,0,35,29,0.13,"32,755","9,561,558",48618,1,1,10.9,"26,359",1320,18853155,34,"43,830"
North Carolina,NC,2009, 0.53 ,0,32,27,0.13,"32,357","9,449,566",48618,1,1,10.6,"26,312",1313,19910714,34,"41,906"
North Carolina,NC,2008, 0.53 ,0,34,30,0.13,"32,028","9,309,449",48618,1,1,6.1,"25,173",1428,19605315,34,"42,930"
North Carolina,NC,2007, 0.53 ,0,35,30,0.13,"30,631","9,118,037",48618,1,1,4.7,"26,001",1676,19245613,34,"43,513"
North Carolina,NC,2006, 0.53 ,0,32,27,0.13,"30,671","8,917,270",48618,1,1,4.7,"25,453",1554,17749382,34,"39,797"
North Carolina,NC,2005, 0.53 ,0,32,28,0.13,"30,132","8,705,407",48618,1,1,5.2,"24,828",1547,"15,773,058",34,"42,056"
North Carolina,NC,2004, 0.53 ,0,31,27,0.13,29571,"8,553,152",48618,1,1,5.5,"23,012",1573,14102900,34,"40,238"
North Carolina,NC,2003, 0.53 ,0,31,26,0.13,28458,"8,422,501",48618,1,1,6.4,"22,039",1553,12141890,34,"37,279"
North Carolina,NC,2002, 0.53 ,0,32,28,0.13,27852,"8,326,201",48618,1,1,6.6,"21,980",1576,11128287,34,"36,515"
North Carolina,NC,2001, 0.53 ,0,31,26,0.13,27636,"8,210,122",48618,1,1,5.5,"21,511",1530,9998034,34,"38,162"
North Carolina,NC,2000, 0.53 ,0,35,30,0.13,26998,"8,081,614",48618,0,1,3.7,"21,229",1557,-,34,"38,317"
North Dakota,ND,2020, 0.16 ,0,40,35,0.14,,"765,309",69001,0,0,5,,100,2592479,35,"64,115"
North Dakota,ND,2019, 0.16 ,0,47,42,0.14,"2,442","763,724",69001,0,0,2.2,"2,159",100,2698209,35,"70,031"
North Dakota,ND,2018, 0.16 ,0,30,26,0.15,"2,477","760,062",69001,0,0,2.6,"2,231",105,3048711,35,"66,505"
North Dakota,ND,2017, 0.16 ,0,46,39,0.15,"2,418","756,755",69001,0,0,2.7,"2,087",116,2885664,35,"59,886"
North Dakota,ND,2016, 0.16 ,0,48,46,0.15,,"756,114",69001,0,0,3.1,"2,113",113,2355700,35,"60,184"
North Dakota,ND,2015, 0.16 ,0,47,39,0.16,"2,345","755,537",69001,0,0,2.8,"1,988",131,2063788,35,"57,415"
North Dakota,ND,2014, 0.16 ,0,49,41,0.16,"2,157","738,736",69001,0,0,2.7,"2,151",135,1886865,35,"60,730"
North Dakota,ND,2013, 0.16 ,0,49,41,0.16,"1,992","723,149",69001,0,0,2.9,"2,186",148,1834319,35,"52,888"
North Dakota,ND,2012, 0.16 ,0,51,43,0.16,"1,968","702,227",69001,0,0,3.1,"2,144",170,2083611,35,"55,766"
North Dakota,ND,2011, 0.16 ,0,45,42,0.16,"1,864","685,526",69001,0,0,3.5,"2,046",148,"2,060,516",35,"56,361"
North Dakota,ND,2010, 0.16 ,0,48,44,0.15,"1,840","674,499",69001,0,0,3.8,"1,949",105,2198282,35,"51,006"
North Dakota,ND,2009, 0.16 ,0,42,39,0.16,"1,735","664,968",69001,0,0,4.1,"1,860",140,1888148,35,"50,075"
North Dakota,ND,2008, 0.16 ,0,50,45,0.16,"1,673","657,569",69001,0,0,3.2,"1,768",104,1951959,35,"49,631"
North Dakota,ND,2007, 0.16 ,0,52,48,0.16,"1,664","652,822",69001,0,0,3.1,"1,831",111,1792485,35,"47,205"
North Dakota,ND,2006, 0.16 ,0,43,37,0.17,"1,619","649,422",69001,0,0,3.2,"1,723",111,1770327,35,"41,047"
North Dakota,ND,2005, 0.16 ,0,47,37,0.17,"1,591","646,089",69001,0,0,3.4,"1,719",123,"1,683,444",35,"42,192"
North Dakota,ND,2004, 0.16 ,0,38,34,0.17,1614,"644,705",69001,0,0,3.4,"1,739",100,1667880,35,"39,220"
North Dakota,ND,2003, 0.16 ,0,50,44,0.17,1569,"638,817",69001,0,0,3.7,"1,658",105,1599233,35,"40,410"
North Dakota,ND,2002, 0.16 ,0,50,41,0.16,1542,"638,168",69001,0,0,3.7,"1,601",97,1673109,35,"36,200"
North Dakota,ND,2001, 0.16 ,0,50,41,0.16,1493,"639,062",69001,0,0,2.9,"1,552",105,1549350,35,"35,793"
North Dakota,ND,2000, 0.16 ,0,47,43,0.15,1485,"642,023",69001,0,0,3,"1,536",86,-,35,"35,996"
Ohio,OH,2020, 0.18 ,1,42,36,0.11,,"11,693,217",40861,1,0,8.2,,1230,36423144,36,"60,379"
Ohio,OH,2019, 0.18 ,1,37,31,0.12,"16,876","11,696,507",40861,1,0,4.2,"43,029",1153,34577997,36,"64,663"
Ohio,OH,2018, 0.18 ,1,32,28,0.12,"19,868","11,680,892",40861,1,0,4.6,"43,011",1068,35442075,36,"61,633"
